agency_id,ori,legacy_ori,agency_name,short_name,agency_type_id,agency_type_name,tribe_id,campus_id,city_id,city_name,state_id,state_abbr,primary_county_id,primary_county,primary_county_fips,agency_status,submitting_agency_id,submitting_sai,submitting_name,submitting_state_abbr,start_year,dormant_year,current_year,revised_rape_start,current_nibrs_start_year,population,population_group_code,population_group_desc,population_source_flag,suburban_area_flag,core_city_flag,months_reported,nibrs_months_reported,past_10_years_reported,covered_by_id,covered_by_ori,covered_by_name,staffing_year,total_officers,total_civilians,icpsr_zip,icpsr_lat,icpsr_lng
15666,PA0012300,PA0012300,Carroll Valley Police Department,Carroll Valley,1,City,,,9016,Fairfield,42,PA,2257,Adams,42001,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1989,,2016,2013,2014,3918,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,4,1,17320,39.869471,-77.21773
16301,PA0210300,PA0210300,East Pennsboro Township Police Department,East Pennsboro Township,1,City,,,9003,Enola,42,PA,2277,Cumberland,42041,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1962,,2016,2013,2015,21570,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,21,1,17025,40.164782,-77.26344
16306,PA0210800,PA0210800,New Cumberland Police Department,New Cumberland,1,City,,,9289,New Cumberland,42,PA,2277,Cumberland,42041,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,2016,7268,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,9,1,17070,40.164782,-77.26344
15664,PA0012100,PA0012100,Bendersville Police Department,Bendersville,1,City,,,8813,Bendersville,42,PA,2257,Adams,42001,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2007,,2016,2013,2015,641,7,"Cities under 2,500",L,Y,N,11,12,7,,,,,,,17306,39.869471,-77.21773
16315,PA0211700,PA0211700,Silver Spring Township Police Department,Silver Spring Township,1,City,,,9216,Mechanicsburg,42,PA,2277,Cumberland,42041,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1973,,2016,2013,2013,16268,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,9,,,,2016,21,1,17050,40.164782,-77.26344
16206,PA0160200,PA0160200,New Bethlehem Police Department,New Bethlehem,1,City,,,9285,New Bethlehem,42,PA,2272,Clarion,42031,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1975,,2016,2013,2016,2801,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,9,,,,2016,2,0,16242,41.198159,-79.420369
16474,PA0280400,PA0280400,Mercersburg Police Department,Mercersburg,1,City,,,9220,Mercersburg,42,PA,2284,Franklin,42055,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1973,,2016,2013,2014,1560,7,"Cities under 2,500",L,Y,N,12,12,9,,,,2016,2,0,17236,39.926685,-77.724497
16473,PA0280300,PA0280300,Waynesboro Police Department,Waynesboro,1,City,,,9549,Waynesboro,42,PA,2284,Franklin,42055,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,2013,10805,5,"Cities from 10,000 thru 24,999",L,N,Y,12,12,8,,,,2016,16,2,17268,39.926685,-77.724497
16476,PA0280600,PA0280600,"Washington Township Police Department, Franklin County","Washington Township, Franklin County",1,City,,,9549,Waynesboro,42,PA,2284,Franklin,42055,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1979,,2016,2013,2013,14559,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,10,2,17268,39.926685,-77.724497
15662,PA0011500,PA0011500,Biglerville Police Department,Biglerville,1,City,,,8827,Biglerville,42,PA,2257,Adams,42001,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1989,,2016,2013,2014,1203,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,2,0,17307,39.869471,-77.21773
16337,PA0221300,PA0221300,Penbrook Police Department,Penbrook,1,City,,,9074,Harrisburg,42,PA,2278,Dauphin,42043,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,2014,2967,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,9,,,,2016,7,0,17103,40.412565,-76.792634
16302,PA0210400,PA0210400,Hampden Township Police Department,Hampden Township,1,City,,,9216,Mechanicsburg,42,PA,2277,Cumberland,42041,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1962,,2016,2013,2014,29250,4,"Cities from 25,000 thru 49,999",L,Y,N,12,12,10,,,,2016,25,1,17050,40.164782,-77.26344
16317,PA0211900,PA0211900,Newville Police Department,Newville,1,City,,,9307,Newville,42,PA,2277,Cumberland,42041,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1973,,2016,2013,2014,1326,7,"Cities under 2,500",L,Y,N,11,12,9,,,,2015,3,0,17241,40.164782,-77.26344
16303,PA0210500,PA0210500,West Shore Regional Police Department,West Shore Regional,1,City,,,9169,Lemoyne,42,PA,2277,Cumberland,42041,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,2015,7707,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,12,1,17043,40.164782,-77.26344
16270,PA0192400,PA0192400,Orangeville Area Police Department,Orangeville Area,1,City,,,9331,Orangeville,42,PA,2275,Columbia,42037,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1979,,2016,2013,2016,1751,7,"Cities under 2,500",L,Y,N,8,12,6,,,,2016,1,0,17859,41.045517,-76.40426
16472,PA0280200,PA0280200,Greencastle Police Department,Greencastle,1,City,,,9063,Greencastle,42,PA,2284,Franklin,42055,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,2014,4052,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,4,1,17225,39.926685,-77.724497
