weapon_id,offense_id,nibrs_weapon_id
12,86954276,17400022
12,86945867,17404591
12,86949563,17399316
12,86950485,17398771
12,86927832,17397382
3,86917812,17396347
12,86927834,17397383
12,86944722,17404581
20,86925523,17396920
3,86923623,17398017
12,95657790,19208909
3,95657718,19208890
12,86923559,17397810
12,86949684,17399532
12,86955165,17399396
12,86958418,17399014
12,86949680,17399530
12,86949239,17401481
12,86921221,17397318
3,86918848,17396355
3,86916970,17397269
12,86918850,17396356
12,86943885,17402025
20,86938182,17404966
18,86914908,17397908
12,86925525,17396921
12,86949682,17399531
20,86945010,17402039
12,86931713,17402106
12,86919082,17397286
12,86923551,17397809
12,86927017,17398323
2,86958948,17400445
12,86952378,17400946
20,86943901,17402026
9,86952375,17400945
18,86958950,17400446
2,86950423,17401654
12,86910274,17393633
12,86921173,17397313
12,86955252,17399613
12,86955251,17399612
12,86918800,17396350
12,86927878,17397388
12,86927514,17396206
18,86940469,17404989
3,86924449,17397139
9,86933354,17403827
12,86939261,17404971
12,86931487,17404857
20,86940458,17404987
12,86929313,17398593
12,86941980,17402886
12,86919727,17395839
12,86930291,17398114
3,86929518,17395535
12,86939673,17402626
12,86941978,17402885
12,86939260,17404970
12,86939672,17402625
12,86896797,17393688
12,90375309,18110499
12,90374466,18109530
12,90374595,18109545
3,90375333,18109525
12,90374561,18109540
18,90374396,18109518
20,90374438,18109526
12,91123984,18269433
12,90374514,18109535
12,90374518,18109537
12,90374577,18109543
12,90375340,18110507
9,90678162,18174533
20,91125222,18270472
2,86932301,17403826
12,86950558,17398945
12,86955134,17399391
12,86952342,17400938
20,95657741,19208897
12,86949209,17401305
2,86932523,17404651
12,86932493,17404454
12,91618882,18373059
12,86928520,17395976
12,86928523,17395977
12,86932546,17404653
3,91124915,18270464
3,90375277,18110492
12,95658219,19210074
12,86930394,17398602
12,86928350,17395306
3,92051295,18461320
12,90677646,18174538
20,91125227,18269734
19,96969445,19484609
20,86893078,17384290
9,86902386,17393528
12,86910671,17391262
20,86896629,17392980
20,86911455,17393891
2,86955168,17399398
12,86921203,17397316
12,86958958,17400617
12,86917797,17396345
18,86922492,17398007
20,86903889,17394942
18,86955169,17399399
12,86955170,17399400
12,86958955,17400616
12,86936193,17402183
12,86955260,17399617
12,86955166,17399397
12,86914881,17397718
3,86958269,17398669
18,86921275,17397534
12,86906336,17391686
12,86936198,17402401
12,86940898,17403079
12,86924437,17397137
12,86940901,17403080
12,86933401,17403835
12,86931417,17404638
12,86949531,17399123
12,86945066,17402273
12,86945067,17402274
12,86949275,17401487
12,86954252,17400018
12,86942905,17402458
12,86954410,17400404
18,86954328,17400203
12,86950463,17398768
12,86951528,17401665
12,86951527,17401664
12,86950343,17401491
12,86945905,17404811
12,86945906,17404812
20,86942056,17403099
18,86940478,17404993
12,86941701,17402000
18,86940477,17404992
12,86942057,17403100
12,86941702,17402001
12,91125025,18269742
20,92510106,18555394
12,86949301,17401638
12,86951477,17401505
12,86940090,17403898
20,86943869,17401793
12,86942857,17402252
2,86949223,17401478
12,86940143,17404089
12,86949523,17399122
18,86938959,17403893
12,86945916,17404813
12,86943870,17401794
20,86940089,17403897
12,90374384,18110493
12,92050385,18461328
3,90375354,18110512
3,86939681,17402628
12,86929537,17395724
12,86906307,17391682
12,86911532,17394111
18,86931730,17402111
18,86933405,17403836
12,86926986,17398313
12,90374405,18110500
12,90375462,18110534
12,90375463,18110535
12,86954260,17400019
12,90374544,18109538
20,86937068,17404957
20,86949663,17399524
12,86917815,17396348
20,86943052,17402894
12,86943819,17401781
2,86938106,17404723
12,86943820,17401782
20,86923630,17398019
12,86917819,17396349
12,86958250,17401578
12,86939297,17404973
12,86940083,17403896
12,86921285,17397535
12,86932593,17404869
12,86950377,17401493
2,86954477,17400580
12,86958248,17401577
12,86957625,17400057
12,86950470,17398769
12,86944709,17404386
12,86929296,17398591
12,86927849,17397385
9,86945932,17404816
12,86954474,17400579
20,86958930,17400439
12,86957626,17400058
12,86957628,17400059
20,86949651,17399523
12,86942848,17402251
12,86938153,17404964
12,86943051,17402893
12,86949213,17401306
12,86937074,17404959
12,86950130,17400911
18,86954437,17400572
11,86955140,17399392
12,86957622,17400056
9,86950472,17398770
20,86937070,17404958
12,86941699,17401999
12,86958113,17401185
12,86950404,17401650
12,86954479,17400581
9,86958934,17400440
12,91124841,18269712
2,86932602,17404870
12,86958928,17400438
12,86952359,17400939
12,92051315,18461323
12,92050321,18461312
3,90677519,18173864
12,90677536,18173868
12,90677522,18173866
12,90375275,18110491
4,92509425,18555381
12,90375444,18109546
12,90677475,18174513
12,91618991,18373081
18,90677556,18174527
12,86902382,17393526
12,90677594,18174531
18,90677572,18174529
12,86896800,17393690
18,86905455,17392397
20,86905456,17392640
20,86906268,17391452
12,86936285,17402596
12,86942819,17402016
12,86928482,17395720
18,86925529,17397143
2,86927016,17398322
18,86943850,17401790
12,86931780,17402341
12,86938090,17404720
12,86936286,17402597
20,86934185,17402791
12,86938096,17404721
12,86958937,17400441
12,86949281,17401488
20,86944704,17404385
12,86943848,17401789
2,86938129,17404729
12,86934186,17403001
10,86942818,17402015
12,86911520,17394108
12,86932321,17403998
20,86931504,17404858
12,86931778,17402340
12,86901640,17394920
20,86945071,17402275
12,86904713,17393803
3,86896648,17392984
12,86949285,17401637
12,86945946,17404819
12,86940923,17403084
12,86911521,17394109
12,86896866,17393915
12,86896874,17393916
12,86901639,17394919
12,86896613,17392979
12,86955122,17399180
12,86931421,17404642
12,86950408,17401651
12,86902374,17393525
20,86940459,17404988
12,86924424,17397135
12,86955121,17399179
18,94086339,18880326
12,86927515,17396207
12,86925469,17396909
6,86918836,17396354
12,86930295,17398117
9,86950387,17401649
12,86931420,17404641
4,86916925,17397265
12,86940915,17403083
12,86940447,17404985
18,86925520,17396919
12,86930294,17398116
12,86919729,17395841
12,86955123,17399181
11,86955124,17399388
12,86922470,17397804
12,86924623,17397602
12,86923589,17397822
12,86918875,17396605
18,86950529,17398940
12,86921667,17395195
12,86931419,17404640
2,86930303,17398356
12,86945947,17404820
20,86940443,17404983
12,86918879,17396606
12,86927861,17397386
20,86918807,17396351
5,86922455,17397802
12,86931704,17402105
12,86925470,17396910
9,86919732,17395842
12,86921664,17395194
12,86958136,17401388
20,86912121,17392491
12,86910278,17393635
12,86928476,17395719
9,86922788,17395209
12,86910277,17393634
12,86916958,17397267
12,86928499,17395722
12,86940058,17403730
12,86949537,17399124
12,86945075,17402276
12,86944714,17404387
12,86936197,17402400
12,86937305,17402408
12,86942006,17402890
12,86930289,17398113
12,86919724,17395836
12,86919728,17395840
12,86919971,17396623
12,86914019,17398614
12,86933399,17403834
12,86911288,17393387
12,86919972,17396624
12,86939675,17402627
12,86930655,17402321
12,86942876,17402254
12,86944716,17404580
12,86916934,17397266
12,86926987,17398314
20,86921649,17395191
18,86950557,17398944
12,86930310,17398357
12,86927538,17396454
12,86954469,17400577
12,86954470,17400578
12,86955130,17399389
12,86914870,17397714
12,86958913,17400434
12,86927528,17396209
18,86925488,17396913
3,86958910,17400433
12,86922063,17396397
12,86914873,17397715
3,86954466,17400576
12,86958914,17400435
20,86938126,17404728
18,86909392,17394553
2,86940846,17402874
12,86913977,17398376
18,86913978,17398377
12,86904748,17393808
12,86936278,17402594
18,86941712,17402003
20,86932352,17404001
12,86911542,17394115
12,86935415,17403244
18,86940495,17401744
12,86940499,17401746
12,86940501,17401747
20,86940502,17401748
12,86911545,17394315
3,86917832,17396595
12,86927911,17397636
12,86935416,17403245
12,86940497,17401745
12,86943844,17401788
12,86936280,17402595
12,86896635,17392982
12,86896799,17393689
18,86950118,17400908
2,86911537,17394113
2,86911538,17394114
12,86906309,17391683
12,86950121,17400910
18,86909390,17394552
18,86902543,17394206
20,86902544,17394207
12,86954302,17400199
12,86911242,17393166
12,86911249,17393167
20,86950120,17400909
20,86911251,17393168
9,86950077,17400727
12,86951543,17401669
12,86951461,17401502
12,86949542,17399126
12,86945844,17404589
12,86949547,17399128
12,86909120,17393611
12,86951464,17401504
12,86954270,17400021
12,86909370,17394302
12,86951463,17401503
12,86909123,17393612
20,86906286,17391455
2,86949540,17399125
18,86949543,17399127
3,86954265,17400020
12,86914009,17398613
3,86909951,17392706
11,86931513,17404859
12,86919059,17397078
20,86906348,17391687
3,86912335,17393176
9,86920374,17397992
9,86927033,17398327
18,86928344,17395305
12,86928491,17395721
12,86910185,17393381
12,86910186,17393382
4,86922523,17398010
18,86940068,17403732
12,86942827,17402019
3,86904768,17394018
12,86938134,17404961
3,86928525,17395978
12,86936288,17402598
12,86940067,17403731
12,86936292,17402599
12,86935412,17403243
12,86923632,17398020
12,86928381,17395521
20,86938132,17404730
12,86942824,17402017
12,86941725,17402005
20,86942826,17402018
12,86941727,17402006
12,86949694,17399535
12,86933334,17403664
12,86941721,17402004
12,86940514,17401749
12,86922439,17397798
12,86922443,17397799
12,86923561,17397811
19,86922438,17397797
3,86940439,17404982
12,86936213,17402402
4,93031304,18660652
20,86924593,17397598
20,86950447,17401658
4,86918863,17396358
12,86923571,17397815
12,86958945,17400444
12,86932589,17404868
12,86958940,17400442
19,86955159,17399395
12,86950519,17398773
12,86950092,17400731
12,86945900,17404597
12,86942012,17403097
12,86923572,17397816
4,86923577,17397819
5,86923577,18094514
18,86923576,17397818
12,86923578,17397820
3,86919665,17395620
12,86919103,17397288
12,86954396,17400402
12,86954401,17400403
9,86952371,17400944
12,86958944,17400443
12,86951517,17401662
12,86950097,17400733
12,86916999,17397465
12,86919113,17397291
3,86924612,17397600
3,86924613,17397601
12,86924606,17397599
12,86919112,17397290
12,86951515,17401661
12,86939277,17404972
12,86930409,17398604
12,86907125,17394285
3,86933415,17403837
12,86945887,17404596
12,86944747,17404582
12,86950327,17401489
12,86950075,17400726
12,86919129,17397292
20,86951499,17401659
3,86910247,17393626
12,86932339,17404000
12,86940827,17402649
12,86940828,17402650
12,86929328,17398595
12,86940814,17402648
12,86929341,17395085
12,86929339,17395084
12,86913997,17398610
