weapon_id,offense_id,nibrs_weapon_id
20,92345709,18518943
9,92345116,18518828
12,92342588,18518726
9,93364350,18725780
12,94209638,18904000
12,102265295,20598557
5,92347185,18519044
18,92348472,18519687
12,92348760,18519742
12,92346314,18519461
20,92347298,18519068
12,92348871,18519765
12,92349832,18519334
12,92348489,18519238
2,92349656,18519761
20,92347915,18519169
12,92349303,18519701
12,92347118,18519462
12,92348017,18519650
12,92348261,18519642
18,92348386,18519215
3,92349127,18519664
12,92348969,18519319
12,92348207,18519630
3,92346090,18519031
12,92346354,18519470
3,92348066,18519198
12,92349627,18519298
12,92346870,18519568
9,92347918,18519171
2,92347994,18519182
18,92347995,18519183
12,92348092,18519203
18,92349718,18519315
20,92840002,18620691
20,92349605,18519296
12,92346715,18519534
3,92839645,18620616
3,93910589,18839111
10,93364606,18726716
19,92841259,18620130
12,92841476,18620778
12,92839572,18620598
12,92839788,18620072
12,92840080,18620108
12,92839734,18620638
12,92841196,18620727
18,92841196,18620729
12,92839902,18620675
11,93363884,18726639
12,92840445,18620068
3,92841173,18620724
10,92839776,18620647
18,92839855,18620663
3,93364461,18725808
2,92839620,18620610
20,92840846,18620157
12,92841606,18620803
12,93364329,18725774
10,92840918,18620172
12,93363058,18725715
12,92839894,18620674
12,92840972,18620188
12,92839492,18620575
12,92839478,18620571
18,92839478,18620573
12,92839472,18620569
12,92840412,18620624
12,92841518,18620790
20,92840707,18620120
18,92841563,18620800
12,93363783,18725737
18,93364777,18725872
3,92840683,18620113
18,92840377,18620056
12,92839858,18620666
12,92840878,18620165
12,95793323,19235082
12,100887842,20299527
18,93363929,18726648
3,93363966,18726657
3,93365064,18725929
18,93365582,18726802
20,93364295,18725769
12,93366271,18725966
18,93364617,18725840
18,93365282,18726739
12,93365159,18726707
12,93364737,18726747
12,93364732,18725868
12,93365825,18726843
3,93366058,18726900
12,93364713,18725863
12,93364571,18725828
12,93365081,18725933
20,93366395,18725996
20,93365868,18726854
3,93365030,18725922
12,93364433,18725803
18,93364372,18725786
9,93366592,18726047
20,93907140,18838799
20,93365229,18725845
12,93364464,18726677
18,93364864,18725895
12,93364864,18725894
18,93366330,18725975
12,93907737,18838936
12,93364926,18725903
18,93365067,18725930
12,93364092,18726686
12,93365130,18726698
12,93366055,18726899
12,93365238,18726728
12,93364693,18725859
12,93366025,18726893
19,93364296,18725770
12,93365263,18726733
5,93366357,18725981
4,93366357,18725983
9,93366569,18726042
12,93365279,18726738
12,93366246,18726822
12,93366140,18726809
12,93365004,18725920
12,93366350,18725980
3,93364891,18725899
3,93364892,18725900
10,93365603,18725938
12,94208803,18903998
12,93364798,18725878
12,93364652,18726730
18,93364652,18725850
12,93364857,18725891
12,93364346,18725778
20,93366442,18726014
12,93907382,18838857
12,93907438,18838866
12,93906695,18837876
12,93907562,18838893
3,93910802,18839147
12,93910154,18839025
20,93910215,18839039
12,93907383,18838858
12,93906626,18838679
3,93907228,18838821
12,93910713,18839127
12,94208172,18903845
12,93910725,18839131
18,93907749,18838937
3,93906571,18838659
12,93907029,18838773
12,93910550,18839104
12,93908573,18838067
12,93906813,18837888
16,93910521,18839099
12,93906442,18838630
12,93908432,18838031
12,93909753,18838315
12,94208171,18903844
12,93910265,18839046
4,94208163,18903841
12,93907681,18838919
20,93908133,18837970
12,93908176,18838815
12,93910016,18838361
12,93906071,18837962
12,93907515,18838885
12,93908924,18838135
12,93909429,18838240
18,93909430,18838241
12,93906670,18838686
20,93906971,18838756
10,93907965,18838990
20,93909256,18838202
12,93910010,18838357
18,93910262,18839044
12,93910263,18839045
10,100885727,20298260
12,94209192,18903869
12,94210169,18904093
12,94209729,18904703
11,94211180,18904810
12,94208440,18904611
3,94209719,18904701
12,94209684,18904692
12,94208200,18903853
12,94208892,18904031
18,94211182,18904811
12,94210280,18904116
12,94208169,18903843
12,94209375,18904618
18,94209375,18904619
20,94208905,18904034
3,94208366,18904599
12,94208697,18903971
12,94209887,18904084
5,94208991,18904048
10,94210244,18904778
12,94210428,18904819
12,94209084,18904073
12,94211171,18904808
12,94209355,18904613
12,94208209,18903857
12,94209807,18904722
12,94208569,18903935
12,94210080,18904791
19,94210020,18904776
12,94210341,18904802
12,94209541,18904662
12,94210387,18904150
12,94211122,18904798
12,94209452,18903931
12,94209318,18904607
12,94209196,18904577
12,94210079,18904790
20,95790106,19234735
12,95788907,19234668
12,95793102,19235666
12,102199543,20585001
12,102264930,20598671
11,102265629,20598125
10,102199418,20584969
20,100885960,20298333
12,95789691,19234710
11,95792017,19235013
12,95792316,19235014
12,95791597,19234925
12,95789660,19234703
9,95789659,19234702
20,95790801,19234407
3,95791548,19234917
12,95789968,19234772
12,95791987,19235510
18,95789035,19234235
12,95789035,19234234
12,95791477,19234900
12,95791622,19234932
20,95791876,19234976
12,95790752,19234398
12,95790095,19234805
12,95791402,19234878
12,95791204,19234835
3,95791770,19234956
12,95791556,19234920
12,95789083,19234240
12,95789890,19234752
12,95790001,19234784
12,95790496,19234335
11,95790726,19234392
12,95791168,19234826
12,95790942,19234933
18,95790574,19234355
12,95791451,19234894
17,95791708,19234945
18,95791708,19234947
12,95791708,19234946
12,95789615,19234687
12,95790490,19234842
12,97251246,19539872
12,95788933,19234213
12,95791149,19234819
12,95791198,19234833
12,102198733,20585488
20,95793520,19235121
20,95793641,19235152
18,95793793,19235181
4,95792499,19235062
3,95793099,19235211
12,95792089,19235026
12,95793820,19235191
12,95793345,19235086
10,95793345,19235085
12,95793541,19235126
18,95793730,19235167
9,95793814,19235187
18,95792399,19235028
3,95793069,19235203
9,95793069,19235204
12,95793306,19235078
12,95793821,19235192
12,95791940,19234994
3,95793180,19235048
20,95793427,19235101
11,95793476,19235109
20,95793902,19235214
12,95794132,19235670
20,95793215,19235055
12,95793811,19235653
12,95793499,19235115
18,95793499,19235114
12,95793699,19235162
12,97248685,19540599
12,97249432,19539743
4,97249355,19539730
12,100885832,20298304
12,100885824,20299137
15,102265291,20598059
3,97249823,19539808
12,97250499,19540756
3,97249740,19539794
12,97250454,19540746
3,97251829,19539968
12,97249935,19539831
20,97248825,19540628
12,97251195,19539868
20,97249005,19540666
12,97249650,19539784
12,97248722,19540607
12,97248984,19540662
12,97249830,19539812
9,97250662,19540786
20,97251672,19539944
12,97251471,19539911
12,97249465,19540610
12,97249091,19540683
12,97249859,19539818
20,97249600,19539777
3,97249466,19539752
12,97248639,19540590
20,101507039,20428188
12,101508271,20428237
12,101507648,20427435
3,101504209,20427742
20,101503910,20427018
12,101507587,20428172
12,101509148,20428547
12,101508541,20428289
4,101508549,20428292
12,101507035,20428187
3,101508867,20428364
12,101508268,20428235
18,101508268,20428236
12,101509457,20428615
12,101508784,20428349
12,101508810,20428587
12,101508758,20428341
12,101508743,20428337
20,101509184,20428558
20,101505427,20427131
12,101508697,20428564
3,101507721,20427444
12,101509410,20428377
20,101509022,20428392
12,101507717,20427443
12,101509420,20428607
18,101509227,20428568
12,101508416,20428489
18,101508816,20428354
12,101509223,20428565
10,90878328,18215708
12,90878000,18216601
20,90878430,18215735
20,90877887,18216570
20,90878418,18215732
18,90878354,18215715
12,90878521,18215756
12,90878329,18215710
12,90878441,18215738
12,90878349,18215713
10,90878428,18215734
12,90877993,18215739
12,90878413,18215731
12,90878486,18216606
18,90878486,18215752
12,90877994,18216599
12,90878457,18215742
12,90878023,18215750
12,90878040,18216609
9,90878326,18215707
12,90878326,18215709
12,90877912,18216575
12,90878455,18216603
12,90877886,18215705
12,90878487,18215753
12,91460117,18338581
12,91459712,18338068
12,91459398,18337995
12,91458685,18338001
12,91459587,18338035
20,91459031,18338082
18,91458574,18338477
12,91460107,18338095
20,91458944,18338057
12,91459465,18338015
12,91459314,18337972
12,91459923,18338120
18,91459923,18338121
12,91459592,18338536
12,91459328,18338485
12,91459719,18338069
12,91459633,18338542
20,91459874,18338108
12,91459940,18338125
10,91458832,18338529
10,91459334,18337978
20,91459800,18338087
12,92343930,18518208
12,92342483,18518710
12,92345121,18518829
3,92342846,18518775
12,92342946,18518797
3,92343843,18518186
12,92343850,18518189
20,92343813,18518179
12,92342423,18518697
18,92343095,18518824
12,92343095,18518825
12,92343986,18518214
12,92342493,18518711
12,92342578,18518725
12,92342987,18518806
12,92342951,18518800
18,92342422,18518698
18,92343077,18518819
12,92342955,18518801
12,92342967,18518219
12,92345622,18518931
3,92345903,18518993
12,92345469,18518897
20,92344506,18518300
12,92344606,18518326
9,92345237,18518852
9,92344284,18518855
12,92344706,18518351
12,92344267,18518847
12,92345343,18518872
12,92345564,18518913
12,92345426,18518885
12,92345312,18518864
20,92345254,18518856
12,92344183,18518251
12,92345043,18518405
12,92344586,18518324
20,92345571,18518917
9,92345143,18518247
12,92345637,18518934
12,92839796,18620075
12,92345811,18518963
5,92840633,18620111
12,92840060,18620699
12,92840524,18620086
18,92840095,18620705
12,92839581,18620600
12,92839840,18620081
3,92840514,18620672
9,92839976,18620094
12,92839976,18620688
12,92840318,18620038
12,92839622,18620611
9,92841110,18620710
12,92839822,18620656
12,92839767,18620645
12,92839582,18620037
3,94208714,18903977
12,92840361,18620053
12,92840011,18620099
12,92840365,18620615
12,102198920,20585526
20,93365269,18726735
12,93363893,18726641
18,93363734,18726606
20,93364105,18725724
12,93364114,18725726
12,93364512,18725818
18,93364201,18725744
12,93364477,18725809
18,93364323,18725773
12,93364613,18725838
12,93364254,18725757
12,93364542,18725821
12,93364622,18726721
12,93364317,18726645
12,93363988,18726663
12,93364193,18726621
10,93364193,18725742
12,93363934,18726649
20,93907047,18838779
20,93907003,18838764
12,93906796,18838715
12,93905924,18837917
18,93907040,18838777
12,93907040,18838776
12,93907290,18838829
11,93907323,18838840
12,93907886,18838976
18,93906885,18838731
12,93907023,18838772
3,93907354,18838849
3,93907356,18838850
18,93906596,18838669
3,93906674,18838689
9,93907595,18838901
12,93905772,18837885
12,93905628,18837849
12,98390806,19772296
12,94209654,18904689
20,94209202,18904579
20,94209194,18904576
3,94209820,18904725
20,94209200,18904578
12,94209401,18904625
20,94209457,18904635
12,94209840,18904730
12,94209896,18904745
18,94209640,18904687
12,94209800,18904053
12,94836506,19033805
12,94836371,19033781
12,98390805,19772295
12,94836360,19033777
20,94836493,19033801
18,95789497,19234663
12,95789497,19234662
20,95789488,19234659
3,94838120,19033930
12,94837548,19034469
3,94836584,19033817
12,95788851,19234190
20,95788966,19234223
10,94837453,19033443
12,94837020,19033904
18,94836444,19033794
12,94836544,19034466
18,94836957,19033892
12,94836547,19033809
12,94837703,19034506
20,97249518,19539761
12,95789967,19234771
12,95789726,19234719
12,95789535,19234672
12,95789759,19234728
12,95789556,19234678
12,95789353,19234625
12,95789436,19234646
20,95789015,19234706
3,95789010,19234231
12,95789355,19234626
18,95789728,19234721
3,95790172,19234263
10,95789873,19234747
12,95789560,19234210
9,95790133,19234252
3,95789469,19234654
20,95790126,19234251
12,95789881,19234749
12,97249412,19539739
12,97251308,19539884
18,97248760,19540618
12,97249666,19540640
12,97251180,19539866
20,97249416,19539741
12,97248691,19540600
12,97249477,19539754
12,97248751,19540615
12,97249089,19540682
20,97250401,19540736
12,97249438,19539745
12,97250100,19539860
3,97251300,19539882
12,97250368,19540730
12,97250367,19540729
20,97250124,19539844
12,97250167,19540695
12,98394361,19773643
12,98394278,19773623
12,98392858,19773528
12,98393287,19773054
12,98392884,19773529
12,98394364,19773646
12,98394362,19773644
20,98392902,19773534
18,98392900,19773533
2,98393069,19773573
12,98393411,19773601
12,98394274,19773622
17,98393471,19773101
12,98393500,19773112
19,98392747,19773498
2,98394140,19773587
12,98394351,19773642
3,101504366,20427774
12,92840478,18620074
9,92839874,18620670
12,92839856,18620665
12,92840075,18620107
12,92839934,18620681
12,92839909,18620678
12,92839931,18620680
12,92840575,18620100
12,92840045,18620696
12,92839960,18620090
12,93364420,18725797
12,93364023,18726672
12,93364484,18726682
3,95789553,19234676
9,94836302,19033762
12,95789562,19234211
20,95788936,19234214
20,95789573,19234216
12,95789001,19234229
12,95789707,19234713
12,95789727,19234720
12,97248684,19540598
12,95789826,19234734
12,95789747,19234725
12,95789845,19234740
12,95790117,19234250
12,97249478,19539755
12,97248742,19540612
12,97249414,19540601
12,97249413,19539740
12,98391290,19772309
19,98391280,19772836
12,98391378,19772854
20,92841189,18620117
12,94209263,18904596
12,94208332,18903872
12,94208341,18903875
12,95789929,19234758
9,97249636,19539783
3,98390104,19772272
5,98390719,19772275
3,98390719,19772273
4,98390719,19772274
12,98390743,19772279
3,90879264,18216669
12,90878991,18216722
20,91459991,18338146
3,90879258,18215809
12,90880133,18215890
2,90879052,18215866
12,90879536,18215871
12,90879653,18216764
5,90878762,18215811
20,90880161,18216762
12,90879794,18215922
10,90879563,18216741
9,90879563,18216742
3,90880318,18216792
12,90879063,18215867
3,90879318,18216685
12,90880160,18216760
3,90878733,18216664
2,90879461,18216723
12,92842011,18620878
12,90879362,18216693
3,91459969,18338140
12,90879517,18216734
12,90878953,18215852
12,90878904,18215839
12,90880219,18215905
19,91460285,18338159
12,90880267,18215914
12,91463373,18339471
20,90878756,18216671
12,90879521,18216735
12,90878713,18215802
12,91460399,18338652
12,90879313,18215819
18,90879621,18215888
19,90878780,18216678
2,90878990,18216720
3,90879497,18216729
12,90879636,18216756
12,90879064,18215868
12,90879413,18215845
12,90878740,18215808
19,90879733,18216780
12,90879365,18216694
3,91460049,18338162
20,91460597,18338692
12,91460364,18338645
12,92841995,18620875
12,94209059,18904734
12,94209806,18904054
12,94209796,18904719
19,94208976,18904044
12,94837800,19034524
20,102038792,20547369
12,102041899,20548644
12,102040705,20548591
12,92344823,18518369
12,91462427,18338854
12,91461662,18338747
12,91462424,18338852
12,91463321,18338869
20,91462132,18338801
12,91460698,18338710
2,91460871,18338740
12,91461976,18338379
12,91460956,18338762
12,91461584,18338299
2,91461291,18338221
12,92346039,18519017
12,91460804,18338725
18,91461025,18338778
12,91461825,18338342
12,91461215,18338662
12,91461443,18338262
12,91460987,18338771
9,91461412,18338254
3,91462599,18338889
12,91461771,18338330
20,91461177,18338187
9,91461225,18338202
12,91462071,18338397
12,91461734,18338766
19,91462027,18338389
12,91463468,18339498
12,91463396,18339476
2,91461793,18338334
12,91461260,18338213
12,91462102,18338405
10,91462085,18338402
12,91460685,18338705
12,91463401,18339477
20,91462028,18338390
4,91460687,18338707
12,91463217,18338435
12,91460786,18338295
12,93368280,18726202
12,92842233,18620880
20,94209913,18904748
12,94209940,18904758
12,94210109,18904740
3,100887997,20300486
12,102038874,20547390
12,102038970,20547414
12,92347329,18519076
9,92346350,18519468
2,92347150,18519471
12,92347236,18519057
10,92347236,18519056
12,92346721,18519536
12,92344551,18518896
12,92347782,18519592
12,92349372,18519716
12,92347783,18519593
2,92347657,18519121
12,92348436,18519675
12,92344463,18518296
3,92347017,18519595
12,92349113,18519210
10,92347204,18519476
12,92346944,18519578
12,92346971,18519584
12,92346820,18519555
19,92348007,18519187
12,92348091,18519202
12,92346027,18519014
12,92347670,18519567
12,92348487,18519236
12,92349224,18519240
19,92348065,18519199
20,92347910,18519167
12,92348447,18519679
2,92349219,18519693
12,92348132,18519164
20,92348032,18519652
5,92349109,18519207
12,92349407,18519269
12,92344547,18518312
12,92347208,18519048
18,92345842,18518976
20,92348747,18519735
19,92346064,18519025
12,92345569,18518916
12,93907197,18838812
3,92842225,18620243
2,94210248,18904110
12,94210209,18904105
10,93907177,18838806
6,94209991,18904773
20,94209924,18904750
12,94210046,18904782
3,100887941,20300475
4,100887941,20300476
12,100889301,20300515
12,102040082,20547796
12,102041726,20547961
12,102038851,20547382
3,92348874,18519766
12,92350567,18519887
12,92349630,18519751
12,92348661,18519268
12,92348818,18519755
19,92349875,18519344
12,92351505,18520464
12,92349933,18519359
12,92350493,18519417
3,92350706,18520463
12,92351545,18520475
20,92350523,18519881
10,92350890,18519940
12,92350973,18520507
10,92351407,18519445
12,92351308,18519425
12,92350997,18519955
12,92843748,18621050
12,92351456,18519452
12,92351739,18519962
20,92349895,18519349
18,92351490,18520461
3,92350709,18519912
12,92349774,18519325
12,92350276,18519372
12,92349570,18519288
12,92351685,18520505
12,92349736,18519318
19,92348666,18519722
3,92348759,18519741
12,92351741,18520516
12,92350824,18520483
12,92350065,18519388
9,92351631,18520494
12,92350552,18519885
12,92351387,18519438
9,92351125,18519396
2,92351144,18519402
12,93908011,18838995
12,93368334,18726211
12,93370379,18726442
12,94210044,18904780
12,94211120,18904796
12,94210094,18904793
12,94210260,18904783
12,102039814,20547733
12,92842857,18621066
12,92843416,18620973
10,92843773,18620374
10,92843456,18620312
12,92843020,18620421
12,92843066,18620432
19,92843128,18620902
2,92842588,18620331
9,92844142,18621118
11,92842523,18620316
12,92843530,18620332
12,92843850,18621063
12,92843340,18620956
12,92843754,18621051
12,92843932,18621077
3,92842574,18620329
12,92843141,18620908
11,93368391,18726219
12,92842349,18620921
12,92842372,18620276
12,92844184,18621124
12,92842507,18620313
12,92843437,18620982
12,92843780,18621053
12,92842879,18620388
2,92843043,18620425
4,92843207,18620926
12,92843290,18620942
12,92844106,18621109
3,92842957,18620408
12,92842748,18620368
12,92843323,18620951
2,92842412,18620948
12,92843994,18620401
9,92843429,18620978
12,92843512,18621005
9,92844134,18621117
12,92842643,18620344
9,92843539,18621010
12,92843316,18620949
12,94211211,18904160
12,102039950,20547762
3,102041146,20548465
3,102040201,20548464
3,102039955,20547765
12,102040111,20547444
12,102040260,20548482
12,102038968,20547413
12,93369222,18727143
12,93368676,18727101
12,93368648,18726259
3,93371161,18727336
12,93368685,18726275
12,93367839,18727068
12,93907467,18838875
11,93369116,18727121
20,93370634,18727501
12,93368747,18726288
11,93368811,18726303
12,93370144,18727194
12,93370294,18726421
12,93369086,18726380
18,93370024,18727303
12,94210559,18904195
12,93368927,18726336
12,93369065,18726378
12,93369415,18727188
3,93368955,18726343
12,93370278,18726415
12,93369041,18726372
12,93368874,18726321
12,93369930,18727489
12,93369083,18727177
12,93370320,18726428
10,93370336,18726433
12,93370336,18726434
12,93369944,18727290
12,93369703,18727243
12,93370460,18727460
12,93368853,18726310
12,93368660,18726265
20,93370670,18727510
20,93369601,18726422
12,93370526,18727475
2,93370615,18727493
12,93368935,18726337
12,93369002,18726353
12,93368690,18726276
12,93369021,18726364
3,93370293,18726420
4,94838067,19033942
2,100889113,20300474
12,102039769,20547724
9,102038797,20547370
12,102041147,20548466
12,102038916,20547745
12,93914224,18839430
12,94210650,18904224
12,93912923,18839380
3,93907659,18838914
12,93910336,18839057
12,93914406,18840471
9,93914673,18840531
12,93910434,18839082
12,93910327,18839056
12,93911786,18839526
10,93914306,18839448
12,93910419,18839078
12,93907587,18838898
20,93912687,18839321
19,93908039,18839001
19,93911881,18839546
12,93910570,18839109
10,93912985,18839394
12,93910958,18839185
12,93913377,18839640
12,93913095,18839413
2,93909096,18838164
12,93910924,18839176
12,93912990,18839397
12,93908071,18838174
12,93907809,18838955
12,93908093,18839012
12,93909402,18839055
12,93910562,18838298
9,93910923,18839175
9,93912697,18839323
4,93909427,18838238
12,93913770,18839705
12,93911716,18839509
3,93911996,18839570
5,93913267,18839613
5,93913266,18839612
12,93913354,18839635
3,93913724,18839694
12,93909822,18838323
12,93910088,18838377
12,93913542,18839672
12,93909876,18838334
10,94210603,18904207
12,93910410,18839077
12,93914416,18840475
12,93914522,18840497
12,94211388,18904856
12,95791236,19234843
12,94838204,19033945
19,100889251,20300500
19,100888055,20299573
19,100888056,20299574
12,102040775,20548603
18,102041738,20547962
12,94211511,18904883
20,94211677,18904275
12,94213729,18905547
12,94213488,18905102
12,94212019,18904987
12,94213411,18905085
12,94211858,18904945
18,94213098,18905557
12,94213174,18905019
12,94213056,18905546
3,94212180,18904348
5,94212619,18904448
12,94212277,18904363
5,94213066,18905160
4,94213503,18905105
3,94213586,18905125
3,94213453,18905093
12,94211943,18904968
12,94212106,18904943
10,94213294,18905055
19,94213571,18905121
12,94213574,18905123
12,94213493,18905487
12,94839125,19033957
12,94838279,19033968
19,97251495,19539916
12,97251493,19539915
12,100889233,20299572
12,94839281,19034654
12,94839447,19034041
20,94838945,19034106
12,94840325,19034182
2,95791281,19234853
12,95790888,19234919
12,94839862,19034782
12,94839616,19034076
12,94838637,19034033
12,94838892,19034094
12,94839771,19034755
12,94838871,19034084
3,95791308,19234860
12,94838811,19034074
3,94838946,19034107
10,94840490,19034212
12,94838804,19034073
12,94839763,19034109
5,94839351,19034666
12,94839849,19034777
12,94839264,19034649
12,94839529,19034709
2,95791325,19234862
12,94839815,19034766
18,94839436,19034034
12,94839436,19034035
3,94840413,19034841
20,94838854,19034739
12,94840235,19034162
20,94838935,19034104
12,94839256,19034646
12,94840127,19034137
20,94839410,19034672
19,94839805,19034764
12,94839987,19034814
12,94838665,19034042
3,94839933,19034798
12,94840502,19034215
9,94838684,19034049
12,94838323,19033979
12,94839465,19034692
12,94839474,19034697
12,97250640,19539937
19,97250685,19540791
2,100889347,20300525
12,102040000,20547774
18,102039061,20547782
12,95791883,19234979
12,95791724,19234950
12,95793448,19235587
9,95791432,19234393
12,95790918,19234433
12,95791851,19234973
9,95792065,19235023
10,95793127,19235038
12,95793545,19235130
19,95790938,19234437
12,95791815,19234963
12,95793515,19235119
12,95791550,19234427
12,95792387,19235526
20,95791525,19234912
12,95793533,19235124
12,95793668,19235157
9,95793309,19235563
12,95791378,19234873
12,95792491,19235550
12,95791891,19234982
12,95792069,19235024
20,95793627,19235629
12,95793690,19235161
10,95791766,19235468
12,95791819,19234966
12,95791970,19235001
12,95793477,19235110
3,95793523,19235122
9,95792640,19235100
19,95791037,19235458
3,95793711,19235163
3,95793712,19235164
12,95791667,19234937
12,95793737,19235168
12,95793489,19235598
3,95791102,19235473
3,95792572,19235569
12,95792968,19235642
12,97250645,19540781
20,95793310,19235079
2,95792935,19235640
3,100890339,20299642
3,100890338,20299641
9,100888041,20300495
19,102047944,20549365
12,97250896,19540823
12,97255285,19541058
3,97252354,19540886
3,97252952,19540991
20,97255157,19541035
12,97254737,19540299
23,97255403,19541080
18,97252617,19540937
9,97254142,19540201
12,97250809,19540812
12,97252422,19540899
3,97254601,19540268
12,97253185,19540023
12,97250995,19540832
12,97255121,19541027
20,97254332,19540228
20,97254103,19540196
12,97253019,19541011
12,97254339,19540230
12,97254086,19540193
12,97252751,19540961
12,97255239,19541049
12,97255627,19541131
4,97253223,19540870
12,97252859,19540973
12,100892247,20299841
12,100892230,20300782
22,100889487,20300553
12,100892229,20300781
12,100889918,20300653
12,100889446,20300548
2,100892246,20300786
12,100888047,20299570
3,102040188,20548459
3,102040189,20548460
12,102039089,20547792
3,102040247,20547828
2,102041204,20547826
3,102041204,20547827
3,102041203,20547825
10,102040317,20548499
3,102041439,20548534
12,100892305,20299853
12,100892495,20299904
12,100892635,20299936
20,100892727,20299970
12,100892419,20299876
6,100891759,20300840
3,100891918,20300873
12,100892691,20299957
12,100892656,20299943
12,100891552,20300800
20,100890363,20299649
12,100891715,20299883
12,100892578,20299918
12,100892688,20299956
12,100893174,20299986
6,100892563,20300870
12,100892315,20300797
12,100892628,20300887
12,100892683,20299954
9,100892291,20299852
12,102041476,20547902
3,100893119,20300911
12,100892778,20299989
9,100891503,20299851
12,100891503,20300792
12,100891724,20299884
12,100892285,20299847
12,100892371,20299868
12,100893213,20300927
12,100891893,20300868
12,100889555,20300567
12,100892459,20299895
12,100891816,20299903
12,100891831,20300852
12,100891984,20299930
12,100892655,20299944
12,100891676,20300825
5,100892591,20299924
12,100893266,20300942
12,100891783,20300844
12,100891824,20299905
12,90878542,18215763
12,90878622,18216632
12,90878624,18215776
9,90879309,18216683
12,90878919,18215842
12,90879133,18215775
3,90879357,18215833
19,90878911,18215841
3,90878909,18216706
12,90878604,18215770
12,90878752,18216670
12,90878554,18215765
3,94209015,18904723
3,94209817,18904056
3,91463250,18338850
3,91462184,18338808
12,92347745,18519135
12,91461969,18338375
3,91461849,18338344
12,91461277,18338673
3,91461812,18338338
12,91462467,18338863
12,91461979,18338381
12,91461844,18338343
18,93366982,18726138
12,102045487,20548373
3,92345628,18518932
3,92345634,18518933
12,92344852,18518373
20,92347131,18519036
3,92345710,18518944
12,92345101,18518998
12,92345716,18518945
12,92345894,18518992
12,92843144,18620909
19,92345832,18518972
12,92347258,18519062
18,92346273,18519030
12,92347126,18519463
20,92345073,18518411
12,92345636,18518355
12,92347233,18519055
12,92346177,18518432
3,92347307,18519070
3,92346196,18518439
12,92347340,18519079
18,92347701,18519125
19,93366767,18726084
12,93366792,18726088
12,94211152,18904804
20,94210364,18904805
12,94839821,19034767
18,94839399,19034671
20,100798772,20279126
12,102044410,20549018
3,92348265,18519643
12,92348121,18519158
12,92347082,18519603
12,92346914,18519571
3,92349156,18519224
12,92347946,18519175
12,92348277,18519646
12,92349262,18519697
12,92346693,18519531
18,92348361,18519662
3,92347590,18519109
12,92347849,18519154
12,92347595,18519111
12,92349182,18519233
9,92347865,18519156
3,92348061,18519196
3,92348592,18519707
9,92348255,18519640
20,92349240,18519245
20,92349239,18519244
12,92347611,18519114
12,92347529,18519102
12,92347668,18519122
12,92348179,18519622
3,92348195,18519176
12,93907182,18838807
20,93907184,18838808
3,93907618,18838907
5,102044555,20549053
5,102044558,20549054
12,102044434,20549023
20,102044417,20548354
12,92841933,18620862
12,92842135,18620227
12,92842641,18620341
12,92841868,18620848
18,92841974,18620869
12,92842306,18620261
12,92841972,18620868
20,92841864,18620847
11,92842204,18620238
19,92842165,18620854
18,92842380,18620280
3,92843622,18621028
12,92842007,18620876
18,92841980,18620240
3,92843307,18620287
3,92843303,18620945
12,93366630,18726055
